country	state_province	city	address	postcode	latitude	longitude
Canada	Manitoba	Dauphin	1565 Main St - Box 918	R7N 3J5	51.133668	-100.064449
Canada	Manitoba	Elie	"Tch 1 & Provincial Rd 248, Box 408"	R0H 0H0	49.9011596	-97.7578806
Canada	Manitoba	Fort Alexander	"327 Southshore Rd, Box 1"	R0E 0P0	50.604089	-96.261559
Canada	Manitoba	Gimli	50 Center St	R0C 1B0	50.632053	-96.991006
Canada	Manitoba	Gladstone	25 Dennis Street	R0J 0T0	50.226068	-98.952005
Canada	Manitoba	Morden	805 Thornhill St	R6M 1J8	49.192214	-98.114905
Canada	Manitoba	Morris	Hwy 75 South	R0G 1K0	49.353316	-97.3655648
Canada	Manitoba	Navin	20 Birkett Way	R5T 0K1	49.82205	-96.93798
Canada	Manitoba	Neepawa	10 Main St. Box 160	R0J 1H0	50.225863	-99.477278
Canada	Manitoba	Niverville	20 Drover's Run	R0A 0A1	49.6050573	-97.0590865
Canada	Manitoba	Norway House	103055 Jenpeg Road	R0B 1B0	53.995537	-97.76971
Canada	Manitoba	Oak Bluff	"34 Provincial Highway #3, Box 415"	R0G 1N0	49.77407105	-97.32180224
Canada	Manitoba	Oakbank	27007 Springfield Rd	R0E 1J2	49.9305124	-96.8418871
Canada	Manitoba	Oxford House	"2112 Back Lake Rd, Building 1"	R0B 1C0	54.9519916	-95.2663798
Canada	Manitoba	Portage La Prairie	2460 Saskatchewan Ave W	R1N 3N8	49.9740683	-98.3309
Canada	Manitoba	Portage La Prairie	550 Saskatchewan Ave W	R1N 0M5	49.97334	-98.298189
Canada	Manitoba	Red Sucker Lake		R0B 1H0	54.1633274	-93.5610011
Canada	Manitoba	Rossville	Provincial Road 373	R0B 1B0	53.9457	-97.8601
Canada	Manitoba	Russell	Hwy#16	R0J 1W0	50.7804542	-101.2878789
Canada	Manitoba	Selkirk	1041 Manitoba Ave	R1A 3T7	50.158788	-96.904315
Canada	Manitoba	Selkirk	263 Main St	R1A 1S3	50.139098	-96.880572
Canada	Manitoba	St. Theresa Point		R0B 1J0	53.816061	-94.8518121
Canada	Manitoba	Steinbach	"118 Brandt St, Box 812"	R5G 1M6	49.52181255	-96.69178019
Canada	Manitoba	Steinbach	141 Pth 12 North	R5G 1T5	49.543581	-96.685587
Canada	Manitoba	Steinbach	60 Pth 52 West	R5G 0T3	49.531861	-96.695673
Canada	Manitoba	Stonewall	241 2nd Ave North	R0C 2Z0	50.1382365	-97.32063531
Canada	Manitoba	Stony Mountain	11 Davis Way	R0C 3A0	50.0877777	-97.2192172
Canada	Manitoba	Swan River	353 Kelsey Trail	R0L 1Z0	52.1126231	-101.2515203
Canada	Manitoba	The Pas	"Highway 10 N, Box 10509"	R0B 2J0	53.8224172	-101.2405153
Canada	Manitoba	Thompson	300 Mystery Lake Rd	R8M 0N2	55.7444241	-97.84997848
Canada	Manitoba	Virden	Box 1300 400 Frontage Road	R0M 2C0	49.85937	-100.930304
Canada	Manitoba	Winkler	880 Main St North	R6W 0M6	49.18560993	-97.93911746
Canada	Manitoba	Winnipeg	1-1385 Mcphillips Street	R2V 3C4	49.94256031	-97.15704106
Canada	Manitoba	Winnipeg	1-9 Killarney Avenue	R3T 3B1	49.78942227	-97.15687718
Canada	Manitoba	Winnipeg	1 Lombard Ave	R3B 0X3	49.8959899	-97.13790095
Canada	Manitoba	Winnipeg	1015 Notre Dame	R3E 0N4	49.90592	-97.172189
Canada	Manitoba	Winnipeg	1025 King Edward St	R3H 0R1	49.908459	-97.205743
Canada	Manitoba	Winnipeg	1040 Beaverhill Blvd	R2J 4B1	49.8552437	-97.06601753
Canada	Manitoba	Winnipeg	1059 Pembina Hwy	R3T 1Z6	49.84929175	-97.1534477
Canada	Manitoba	Winnipeg	1060 Henderson Hwy	R2K 2M5	49.936715	-97.094743
Canada	Manitoba	Winnipeg	107 Pandora Avenue West	R2C 1M4	49.8937	-97.003143
Canada	Manitoba	Winnipeg	1139 Gateway Rd	R2G 1B9	49.9308724	-97.0678193
Canada	Manitoba	Winnipeg	1146 Portage Ave	R3G 0T1	49.883496	-97.181269
Canada	Manitoba	Winnipeg	1221 St James St	R3H 0K9	49.901482	-97.199717
Canada	Manitoba	Winnipeg	"1225 St Mary's Rd, Unit 725k"	R2M 5E5	49.82911185	-97.11052838
Canada	Manitoba	Winnipeg	123 Fletcher Argue	R3T 2N2	49.809799	-97.131459
Canada	Manitoba	Winnipeg	1330 Taylor Ave	R3M 3Y1	49.8514027	-97.175612
Canada	Manitoba	Winnipeg	1485 Portage Ave	R3G 0W4	49.8846559	-97.1981751
Canada	Manitoba	Winnipeg	1495 Regent Ave	R2C 2B2	49.8956501	-97.0513768
Canada	Manitoba	Winnipeg	15 Commerce Dr	R3P 1A9	49.83285955	-97.21052871
Canada	Manitoba	Winnipeg	1510 Pembina Hwy	R3T 2E3	49.834704	-97.14957
Canada	Manitoba	Winnipeg	1521 Dugald Rd	R2J 0H3	49.88592635	-97.05468075
Canada	Manitoba	Winnipeg	1555 Regent Ave West	R2C 4J2	49.8984703	-97.06115986
Canada	Manitoba	Winnipeg	1572 Regent Ave	R2C 3B4	49.896714	-97.064005
Canada	Manitoba	Winnipeg	1590 Notre Dame	R3H 1H6	49.913867	-97.19319
Canada	Manitoba	Winnipeg	160 Princess St	R3B 1K9	49.9001803	-97.1415489
Canada	Manitoba	Winnipeg	1609a Kenaston Blvd	R3P 2M4	49.82562	-97.2038259
Canada	Manitoba	Winnipeg	"1750 Plessis Rd, Unit 305"	R3W 0H5	49.909541	-97.025938
Canada	Manitoba	Winnipeg	1795 Brookside Blvd	R3C 2E6	49.944435	-97.229007
Canada	Manitoba	Winnipeg	1848 Main St	R2V 3H2	49.93898	-97.116301
Canada	Manitoba	Winnipeg	1858 King Edward St	R2R 0N1	49.924943	-97.207534
Canada	Manitoba	Winnipeg	1877 Portage Ave	R3J 0H3	49.879063	-97.219097
Canada	Manitoba	Winnipeg	188 Isabel St	R3A 1G7	49.9034218	-97.1485214
Canada	Manitoba	Winnipeg	19 Marion St	R2H 0S8	49.88212	-97.128148
Canada	Manitoba	Winnipeg	200-350 North Town Rd	R3Y 0Y4	49.79899	-97.19003
Canada	Manitoba	Winnipeg	2000 Wellington Ave	R3H 1C1	49.90315895	-97.2257075
Canada	Manitoba	Winnipeg	"2000 Wellington Ave, Level 2 - Room 2742"	R3H 1C1	49.90315895	-97.2257075
Canada	Manitoba	Winnipeg	2000 Wellington Ave	R3H 1C1	49.90315895	-97.2257075
Canada	Manitoba	Winnipeg	201 Pembina Hall	R3T 2N2	49.807491	-97.131195
Canada	Manitoba	Winnipeg	2019 Pembina Hwy	R3T 5W7	49.81688165	-97.15260791
Canada	Manitoba	Winnipeg	2055 Notre Dame Avenue	R3H 0J9	49.91965165	-97.21117579
Canada	Manitoba	Winnipeg	2117 Ness Ave	R3J 0K7	49.885745	-97.244162
Canada	Manitoba	Winnipeg	2147 St Marys Rd	R2N 3X7	49.806348	-97.114621
Canada	Manitoba	Winnipeg	2360 Mcphillips St	R2V 4J6	49.956357	-97.145912
Canada	Manitoba	Winnipeg	240 Graham Ave	R3C 0J7	49.89265325	-97.13927909
Canada	Manitoba	Winnipeg	2401 Pembina Highway	R3T 2H4	49.8042663	-97.1569704
Canada	Manitoba	Winnipeg	25 Donwood Dr	R2G 1N3	49.94513985	-97.08477826
Canada	Manitoba	Winnipeg	2500 Main St North	R2V 4T6	49.957487	-97.095009
Canada	Manitoba	Winnipeg	255 Maryland St	R3E 1W1	49.8866016	-97.1606356
Canada	Manitoba	Winnipeg	"26 Mclean Crescent., Room 205"	R3T 2N1	49.807267	-97.13142
Canada	Manitoba	Winnipeg	260 Hargrave St	R3C 5S5	49.89195555	-97.1444723
Canada	Manitoba	Winnipeg	300 Booth Dr	R3J 3M7	49.8823219	-97.27745916
Canada	Manitoba	Winnipeg	300 Portage Ave	R3C 0B8	49.892724	-97.143712
Canada	Manitoba	Winnipeg	306 Donald St	R3B 1Z9	49.894396	-97.143843
Canada	Manitoba	Winnipeg	314-2305 Mcphillips Street	R2V 3E1	49.90744948	-97.17132182
Canada	Manitoba	Winnipeg	3296 Portage Ave	R3K 0Z1	49.881468	-97.294616
Canada	Manitoba	Winnipeg	333 St Marys Ave	R3C 4A5	49.890625	-97.143025
Canada	Manitoba	Winnipeg	363 Broadway St	R3C 3N9	49.887148	-97.142955
Canada	Manitoba	Winnipeg	3649 Portage Ave	R3K 0Z8	49.882574	-97.312167
Canada	Manitoba	Winnipeg	3890 Grant Ave	R3R 3C2	49.858586	-97.261555
Canada	Manitoba	Winnipeg	3965 Portage Ave	R3K 2H7	49.880072	-97.330785
Canada	Manitoba	Winnipeg	434 Portage Ave	R3C 0C9	49.891264	-97.149265
Canada	Manitoba	Winnipeg	"50 Sage Creek Blvd, Unit 300"	R3X 0J6	49.8325034	-97.0459387
Canada	Manitoba	Winnipeg	570 Pembina Hwy	R3M 2M5	49.865961	-97.146501
Canada	Manitoba	Winnipeg	614 Lagimodiere Blvd	R2J 0T7	49.85687745	-97.05081677
Canada	Manitoba	Winnipeg	646 Archibald St	R2J 0X4	49.8810647	-97.0983299
Canada	Manitoba	Winnipeg	65 Chancellors Circle.	R3T 2N2	49.809264	-97.134418
Canada	Manitoba	Winnipeg	"700 William Ave, 2nd Floor"	R3E 0Z3	49.904565	-97.158445
Canada	Manitoba	Winnipeg	727 Mcdermot Ave	R3P 3P5	49.903898	-97.160567
Canada	Manitoba	Winnipeg	75a Chancellors Circle	R3T 5V6	49.8100626	-97.13246301
Canada	Manitoba	Winnipeg	777 Keewatin St	R2R 0Z5	49.936945	-97.194279
Canada	Manitoba	Winnipeg	835 St Mary's Rd	R2M 3P5	49.8489803	-97.11185149
Canada	Manitoba	Winnipeg	854 Nairn Avenue	R2L 0X8	49.901304	-97.088249
Canada	Manitoba	Winnipeg	860 Waverly St	R3T 5Z7	49.84732415	-97.1783079
Canada	Manitoba	Winnipeg	935 Headmaster Row	R2G 2P8	49.95238328	-97.05481305
Canada	Manitoba	Winnipeg	"949 Corydon Ave, Unit 2"	R3M 0W8	49.868255	-97.161121
Canada	Manitoba	Winnipeg	980 St James St	R3H 0K3	49.8935421	-97.2007336
Canada	Manitoba	Winnipeg	"Seven Oaks General Hospital, 2300 Mcphillips Street"	R2V 3M3	49.955298	-97.1488968
Canada	Manitoba	Winnipeg	"Supermart, 700 Wihuri Rd, Building 139"	R3J 3Y5	49.7727	-97.1335
Canada	New Brunswick	Miramichi	1680 Water Street	E1N 1B1	47.028119	-65.470723
Canada	New Brunswick	Moncton	150 Canada Street	E1C 0V2	46.0855691	-64.78448012
Canada	New Brunswick	Atholville	2 Jagoe St	E3N 5C3	47.99329077	-66.70313303
Canada	New Brunswick	Bathurst	100 Harbourview Blvd	E2A 5B9	47.62126705	-65.65730629
Canada	New Brunswick	Bathurst	1420 Vanier Blvd	E2A 7B7	47.638934	-65.70435
Canada	New Brunswick	Bathurst	575 Bridge St	E2A 1W7	47.6129762	-65.6354517
Canada	New Brunswick	Bathurst	577 Saint Peter Ave	E2A 2Y5	47.629926	-65.667607
Canada	New Brunswick	Beresford	794 Rue Principale	E8K 2G1	47.705983	-65.705794
Canada	New Brunswick	Bouctouche	165 Irving Blvd	E4S 3K3	46.471326	-64.73346
Canada	New Brunswick	Campbellton	157 Water St	E3N 3H2	48.00695875	-66.67661477
Canada	New Brunswick	Campbellton	75 Roseberry St	E3N 2G6	48.0045536	-66.67814586
Canada	New Brunswick	Cap-pelé	2414 Ch Acadie	E4N 1C8	46.217553	-64.300821
Canada	New Brunswick	Caraquet	22 St Pierre Blvd West	E1W 1B6	47.793916	-64.932602
Canada	New Brunswick	Dalhousie	414 William Street	E8C 2X2	48.0661406	-66.37478685
Canada	New Brunswick	Dieppe	280 Amirault St	E1A 1G2	46.086916	-64.734233
Canada	New Brunswick	Dieppe	423 Rue Adelard Savoie	E1A 7G9	46.1173	-64.6632
Canada	New Brunswick	Dieppe	473 Paul St	E1A 5R4	46.0969484	-64.75780574
Canada	New Brunswick	Dieppe	477 Paul Street	E1A 4X5	46.096325	-64.760818
Canada	New Brunswick	Dieppe	580 Champlain St	E1A 1P4	46.09873	-64.731029
Canada	New Brunswick	Dieppe	777 Aviation Ave - Past Security Check	E1A 7Z5	46.1162746	-64.6885196
Canada	New Brunswick	Doaktown	300 Main St	E9C 1A9	46.57381654	-66.09403445
Canada	New Brunswick	Edmundston	100 Grey Rock Rd	E7C 0B6	47.37303485	-68.3038989
Canada	New Brunswick	Edmundston	155 Victoria Rd	E3V 2H7	47.370356	-68.324984
Canada	New Brunswick	Edmundston	684 Victoria St	E3V 3S9	47.3889344	-68.3412656
Canada	New Brunswick	Florenceville-bristol	8826 Main St	E7L 2A1	46.45285	-67.607973
Canada	New Brunswick	Fredericton	1050 Douglas Ave	E3A 9N2	45.988852	-66.651752
Canada	New Brunswick	Fredericton	1160 Hanwell Rd	E3C 0A6	45.947001	-66.693214
Canada	New Brunswick	Fredericton	1189 Prospect St	E3B 3B9	45.939261	-66.660876
Canada	New Brunswick	Fredericton	1713 Woodstock Rd	E3C 1L4	45.966995	-66.715517
Canada	New Brunswick	Fredericton	245-247 Canada St	E3A 4A1	45.978234	-66.592812
Canada	New Brunswick	Fredericton	290 Main St	E3A 1C9	45.975512	-66.646987
Canada	New Brunswick	Fredericton	375 Smythe St	E3B 3E3	45.960086	-66.655246
Canada	New Brunswick	Fredericton	534 Union St	E3A 3N2	45.969492	-66.632493
Canada	New Brunswick	Fredericton	"59 Dineen Dr, College Hall"	E3B 5G3	45.944271	-66.64606
Canada	New Brunswick	Fredericton	612 King St	E3B 1G1	45.959926	-66.63924
Canada	New Brunswick	Fredericton	Unb - Student Union Building	E3B 5A3	45.9451406	-66.6420594
Canada	New Brunswick	Grand Falls	199 Main St	E3Z 2W1	47.045844	-67.746323
Canada	New Brunswick	Grand Falls	200 Ouellette Street	E3Z 1A6	47.044468	-67.76971755
Canada	New Brunswick	Grand Falls	452 Madawaska Rd	E3Y 1A3	47.0580726	-67.7518781
Canada	New Brunswick	Hampton	470 Main St	E5N 6C1	45.519275	-65.833123
Canada	New Brunswick	Hartland	542 Main St	E7P 2N5	46.3052869	-67.5305443
Canada	New Brunswick	Minto	4 Union St	E0E 1J0	46.07108205	-66.06295497
Canada	New Brunswick	Miramichi	122 Newcastle Blvd	E1V 2L7	47.00237	-65.565284
Canada	New Brunswick	Miramichi	188 King St	E1N 2P2	47.022804	-65.44948
Canada	New Brunswick	Miramichi	2525 King George Hwy	E1V 6W3	47.029647	-65.492301
Canada	New Brunswick	Miramichi	467 King George Hwy	E1V 1M3	46.996629	-65.571448
Canada	New Brunswick	Moncton	10 Plaza Blvd	E1C 0G4	46.113543	-64.82601915
Canada	New Brunswick	Moncton	1166 Mountain Rd	E1C 2T5	46.1067245	-64.8246135
Canada	New Brunswick	Moncton	1410 Elmwood Dr	E1H 2H4	46.149583	-64.777467
Canada	New Brunswick	Moncton	151 Horseman Rd	E1E 0W6	46.098755	-64.859627
Canada	New Brunswick	Moncton	1812 Mountain Rd	E1G 1A9	46.1214487	-64.8470604
Canada	New Brunswick	Moncton	1840 Main St	E1E 1H7	46.075854	-64.802079
Canada	New Brunswick	Moncton	2 Hub Lane	E1C 9T5	46.097017	-64.8146366
Canada	New Brunswick	Moncton	2731 Mountain Rd	E1G 2W5	46.1333533	-64.8856629
Canada	New Brunswick	Moncton	327 Elmwood Rd	E1A 1X6	46.11452165	-64.77290493
Canada	New Brunswick	Moncton	596 Mapleton Rd	E1G 2K5	46.125819	-64.8303519
Canada	New Brunswick	Moncton	7 St George St	E1C 1S8	46.09346	-64.772859
Canada	New Brunswick	Moncton	721 Main Street	E1C 1E3	46.0887881	-64.7767588
Canada	New Brunswick	Moncton	750 St George Blvd	E1E 2C6	46.084702	-64.81066257
Canada	New Brunswick	Moncton	95 Harrisville Blvd	E1H 3N4	46.132147	-64.728978
Canada	New Brunswick	Neguac	774 Principale Street	E9G 1N5	47.254891	-65.074531
Canada	New Brunswick	New Brunswick	194 Beardsley Rd	E7M 4E4	46.122591	-67.6057
Canada	New Brunswick	Oromocto	280 Restigouche Rd	E2V 2G9	45.842191	-66.501707
Canada	New Brunswick	Oromocto	3 Gateway Dr	E2V 4R3	45.833686	-66.489831
Canada	New Brunswick	Oromocto	Canex Ctc Gagetown Bldg A-42	E2V 1B8	45.8474496	-66.471212
Canada	New Brunswick	Paquetville	1082 Rue Du Parc	E8R 1J6	47.65836536	-65.10353169
Canada	New Brunswick	Perth-andover	22 F Tribe Rd	E7H 2R6	46.74578925	-67.7136855
Canada	New Brunswick	Petit Rocher	619 Rue Principale	E8J 1G9	47.780813	-65.715298
Canada	New Brunswick	Petitcodiac	11 Smith St	E1H 3N4	45.93159295	-65.16883595
Canada	New Brunswick	Quispamsis	3 Millenium Drive	E2E 2R3	45.40413806	-65.95181968
Canada	New Brunswick	Richibucto	4 Park St	E4W 4G5	46.664234	-64.875172
Canada	New Brunswick	Riverview	430 Coverdale Rd	E1B 3K1	46.06425755	-64.80098634
Canada	New Brunswick	Riverview	500 Pinewood Rd	E1B 4X6	46.05249755	-64.79727942
Canada	New Brunswick	Riverview	748 Coverdale Rd	E1B 3L2	46.059954	-64.81948176
Canada	New Brunswick	Rogersville	11045 Principale St	E4Y 2L7	46.726993	-65.422827
Canada	New Brunswick	Rothesay	173 Hampton Rd	E2E 2R3	45.4036864	-65.9727449
Canada	New Brunswick	Rothesay	8 Marr Rd	E2E 2P9	45.395607	-65.982048
Canada	New Brunswick	Sackville	217 Main St	E0A 3C0	45.908308	-64.371991
Canada	New Brunswick	Saint Andrews	203 Mowatt Dr	E5B 1B4	45.084478	-67.063401
Canada	New Brunswick	Saint Antoine	4584 Main St. Unit#1	E0A 2X0	46.3628036	-64.7525247
Canada	New Brunswick	Saint John	10 Mcdonald St	E2J 1M5	45.2898251	-66.0306819
Canada	New Brunswick	Saint John	1100 Loch Lomond Rd	E2J 1Z6	45.301888	-65.997232
Canada	New Brunswick	Saint John	147 Mcallister Drive	E2J 2S6	45.311734	-66.017768
Canada	New Brunswick	Saint John	158 Main St W	E2M 2J9	45.256537	-66.069475
Canada	New Brunswick	Saint John	199 Hillyard St	E2K 4V2	45.276224	-66.068749
Canada	New Brunswick	Saint John	222 Bayside Dr	E2J 5C1	45.28065375	-66.03744635
Canada	New Brunswick	Saint John	265 King St West	E2M 1S7	45.260339	-66.076139
Canada	New Brunswick	Saint John	31 Waterloo St	E2L 3P5	45.276255	-66.057278
Canada	New Brunswick	Saint John	3701 Westfield Rd	E2M 7T4	45.2987139	-66.197055
Canada	New Brunswick	Saint John	39 King St	E2L 4W3	45.27348905	-66.06101018
Canada	New Brunswick	Saint John	40 Galbraith Place	E2M 7L1	45.2196156	-66.172218
Canada	New Brunswick	Saint John	40 University Ave	E2K 5B4	45.294267	-66.094916
Canada	New Brunswick	Saint John	447 Rothsay Ave	E2J 2C3	45.306758	-66.032121
Canada	New Brunswick	Saint John	519 Westmorland Rd	E2J 3W9	45.307382	-66.01656
Canada	New Brunswick	Saint John	52 King St	E2L 1G4	45.273139	-66.060359
Canada	New Brunswick	Saint John	640 Manawagonish Rd	E2M 3W5	45.2563968	-66.1016247
Canada	New Brunswick	Saint John	75 Lansdowne Ave	E2K 2Z9	45.2771971	-66.0770856
Canada	New Brunswick	Saint John	99 Station St	E2L 4X4	45.2764173	-66.06409055
Canada	New Brunswick	Saint Leonard	388 Rue St Jean	E7E 2B6	47.168909	-67.917541
Canada	New Brunswick	Saint Quentin	54 Rue Canada	E8A 1E9	47.500141	-67.392098
Canada	New Brunswick	Saint-jacques	262 Boulevard Isidore Boucher	E7B 1W8	47.426547	-68.384294
Canada	New Brunswick	Saint-louis	10 Chemin Du Marais	E4X 1W8	46.7532	-64.9971
Canada	New Brunswick	Salisbury	2980 Fredericton Rd	E4J 3E2	46.05071179	-65.06045719
Canada	New Brunswick	Shediac	534 Main St. East	E4P 2H1	46.223425	-64.519528
Canada	New Brunswick	Shippagan	204 Boulv Jd Gauthier	E8S 1P3	47.745348	-64.713508
Canada	New Brunswick	St Stephen	131 King St	E3L 2C7	45.199397	-67.273869
Canada	New Brunswick	Sussex	130 Main St	E4E 3E5	45.725389	-65.530276
Canada	New Brunswick	Sussex	638 Main Street	E4E 7H8	45.723484	-65.50713524
Canada	New Brunswick	Tracadie-sheila	3425 Main Street	E1X 1G5	47.517978	-64.909072
Canada	New Brunswick	Upper Letang	5 Route 172	E5C 2C7	45.129048	-66.784903
Canada	New Brunswick	Woodstock	360 Connell St	E0J 2B0	46.1681476	-67.5980291
Canada	New Brunswick	Woodstock	667 Main St	E7M 2C9	46.150868	-67.573502
Canada	Newfoundland and Labrador	Happy Valley-Goose Bay	1 Loring Drive	A0P 1C0	53.30063862	-60.38937421
Canada	Newfoundland and Labrador	St. John's	"Arrivals Level:  International Airport, 80 Airport Terminal Access Road"	A1A 4Y3	47.6079413	-52.74155577
Canada	Newfoundland and Labrador	St John's	"2nd Floor Post Security: Departures Level: St. John's International Airport, 80 Terminal Access Road"	A1A 4Y3	47.6079413	-52.74155577
Canada	Newfoundland and Labrador	Deer Lake	11a Trans-canada Highway	A8A 2E5	49.188071	-57.428842
Canada	Newfoundland and Labrador	St. John's	4 Danny Drive	A1H 0P1	47.50881181	-52.83228857
Canada	Newfoundland and Labrador	Bay Roberts	220-224 Conception Hwy	A0A 1G0	47.5785323	-53.2818513
Canada	Newfoundland and Labrador	Bay Roberts	80 Lt Stick Drive	A0A 1G0	47.575924	-53.2833409
Canada	Newfoundland and Labrador	Bishops Falls	8 Trans Canada Highway	A0H 1C0	49.01644884	-55.49586365
Canada	Newfoundland and Labrador	Carbonear	100 Columbus Dr	A1Y 1A6	47.7243076	-53.2413369
Canada	Newfoundland and Labrador	Channel-port Aux Basques	3 High St	A0M 1C0	47.589879	-59.160873
Canada	Newfoundland and Labrador	Clarenville	120 Transcanada Highway	A5A 1Y3	48.1679902	-53.9646413
Canada	Newfoundland and Labrador	Clarenville	72 Manitoba Dr	A0E 1J0	48.163015	-53.982825
Canada	Newfoundland and Labrador	Conception Bay South	153 Conception Bay Hwy Manuels	A1W 3G7	47.516667	-52.96004
Canada	Newfoundland and Labrador	Conception Bay South	907-911 Cb Highway Kelligrews	A1X 7R8	47.50674745	-52.99051797
Canada	Newfoundland and Labrador	Corner Brook	1 Mount Bernard Ave	A2H 6Y5	48.951363	-57.950515
Canada	Newfoundland and Labrador	Corner Brook	105 West St	A2H 2Y6	48.950438	-57.939242
Canada	Newfoundland and Labrador	Corner Brook	183 O'connell Dr	A2H 5M9	48.943912	-57.953883
Canada	Newfoundland and Labrador	Corner Brook	28 Murphy Square	A2H 1R4	48.958458	-57.924973
Canada	Newfoundland and Labrador	Corner Brook	5 Trans Cananda Highway	A2H 2N2	48.96671	-57.9484
Canada	Newfoundland and Labrador	Deer Lake	12 Commerce St	A0K 2E0	49.176564	-57.430743
Canada	Newfoundland and Labrador	Gander	10 Cooper Blvd	A1V 2W2	48.9570436	-54.5989292
Canada	Newfoundland and Labrador	Gander	104 Trans Canada Highway	A1B 1P8	47.56516485	-52.7337412
Canada	Newfoundland and Labrador	Gander	275 Airport Rd	A1V 1L5	48.954611	-54.602791
Canada	Newfoundland and Labrador	Grand Falls-windsor	15a Cromer Ave	A2A 1X3	48.945263	-55.654204
Canada	Newfoundland and Labrador	Grand Falls-windsor	36 Hardy Ave	A2A 2T9	48.952497	-55.637859
Canada	Newfoundland and Labrador	Happy Valley-goose Bay	220 Hamilton River Rd	A0P 1E0	53.2975726	-60.33775725
Canada	Newfoundland and Labrador	Holyrood	3  Access Rd.	A0A 2R0	47.36430058	-53.11552937
Canada	Newfoundland and Labrador	Kelligrews	20 Graham Mifflen Drive	A1X 0J2	47.4833648	-53.0180101
Canada	Newfoundland and Labrador	Kilbride	8 Bay Bulls Rd	A1G 1A3	47.513854	-52.758764
Canada	Newfoundland and Labrador	Labrador City	500 Vanier Ave	A2V 2W7	52.948129	-66.922027
Canada	Newfoundland and Labrador	Lewisporte	465 Main St	A0G 3A0	49.22533597	-55.05812258
Canada	Newfoundland and Labrador	Marystown	2-4 Columbia Dr	A0E 2M0	47.15968758	-55.19851146
Canada	Newfoundland and Labrador	Marystown	210 Mcgettigan Blvd	A0E 2M0	47.1737027	-55.1513242
Canada	Newfoundland and Labrador	Mount Pearl	249 Park Ave	A1N 2W4	47.52023125	-52.80697957
Canada	Newfoundland and Labrador	Mount Pearl	5 Merchant Dr	A1N 5J4	47.502899	-52.813713
Canada	Newfoundland and Labrador	Mount Pearl	70 Old Placentia Rd	A1N 4P5	47.5110376	-52.82225999
Canada	Newfoundland and Labrador	Paradise	1316 Topsail Rd	A1L 1E6	47.53445	-52.841038
Canada	Newfoundland and Labrador	Placentia	59 Blockhouse Rd	A0B 2Y0	47.2385069	-53.967531
Canada	Newfoundland and Labrador	Saint Anthony	42 West St	A0K 4S0	51.3713481	-55.5983109
Canada	Newfoundland and Labrador	Springdale	15 Little Bay Rd	A0J 1T0	49.4978418	-56.07218143
Canada	Newfoundland and Labrador	St. John's	10 Tailwind Drive	A1A 5T2	47.61132	-52.75003
Canada	Newfoundland and Labrador	St. John's	139 Torbay Rd	A1A 2G9	47.5906867	-52.71019803
Canada	Newfoundland and Labrador	St. John's	154 Lemarchant Rd	A1C 5B8	47.5574396	-52.72151607
Canada	Newfoundland and Labrador	St. John's	230 Elizabeth Ave	A1C 5S7	47.570819	-52.733104
Canada	Newfoundland and Labrador	St. John's	235 Water St	A1C 1B6	47.562572	-52.70837
Canada	Newfoundland and Labrador	St. John's	25 Aberdeen Ave	A1A 5T3	47.614198	-52.712378
Canada	Newfoundland and Labrador	St. John's	275 Kenmount Rd	A1B 3P9	47.551251	-52.774593
Canada	Newfoundland and Labrador	St. John's	278 Torbay Rd	A1B 3T2	47.5997829	-52.7119139
Canada	Newfoundland and Labrador	St. John's	283 Portugal Cove Rd	A1B 2N8	47.594634	-52.726321
Canada	Newfoundland and Labrador	St. John's	30 Ropewalk Lane	A1E 2T2	47.55546815	-52.7350186
Canada	Newfoundland and Labrador	St. John's	341-343 Main Rd	A1S 1E9	47.464717	-52.770585
Canada	Newfoundland and Labrador	St. John's	430 Topsail Rd	A1E 4N1	47.535058	-52.750761
Canada	Newfoundland and Labrador	St. John's	460 Kenmount Rd	A1B 3P9	47.546754	-52.788643
Canada	Newfoundland and Labrador	St. John's	48 Kenmount Rd Avalon Mall	A1B 1W3	47.561365	-52.7558211
Canada	Newfoundland and Labrador	St. John's	500 Topsail Rd	A1E 2C2	47.531375	-52.756075
Canada	Newfoundland and Labrador	St. John's	551 Torbay Rd	A1A 5C9	47.6116461	-52.7232438
Canada	Newfoundland and Labrador	St. John's	648 Topsail Road	A1E 2E2	47.525401	-52.768924
Canada	Newfoundland and Labrador	St. John's	696 Water St West	A1E 1C1	47.5504	-52.7181
Canada	Newfoundland and Labrador	St. John's	78 Harvey Rd	A1C 2G1	47.56498	-52.713501
Canada	Newfoundland and Labrador	St. John's	8-10 Rowan Street Churchill Square	A1B 4J9	47.5743362	-52.72195764
Canada	Newfoundland and Labrador	St. John's	92 Thorburn Rd	A1B 3M3	47.5644814	-52.7635796
Canada	Newfoundland and Labrador	St. John's	"Cabot Place, 2nd Floor, 100 New Gower St"	A1C 6K3	47.561091	-52.712198
Canada	Newfoundland and Labrador	St. John's	Otg - St Johns Hospital -  Main Cafeteria - 300 Prince Phillip Drive	A1B 3V6	47.5718074	-52.74187758
Canada	Newfoundland and Labrador	St. John's	Ybr - St. Johns Hospital -  Main Entrance - 300 Prince Phillip Dr	A1B 3V6	47.5718074	-52.74187758
